SIZE,FUEL=gasoline,FUEL=thinner,FUEL=kerosene,FUEL=lpg,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,CLASS
1,1,0,0,0,40,108,14.8,40,1
1,1,0,0,0,40,110,14.4,38,1
1,1,0,0,0,40,110,14.4,36,1
1,1,0,0,0,40,109,14.9,35,1
1,1,0,0,0,40,107,14.4,34,1
1,1,0,0,0,40,108,14.4,33,1
1,1,0,0,0,40,106,14.5,32,1
1,1,0,0,0,40,91,14.9,30,1
1,1,0,0,0,40,92,14.1,28,1
1,1,0,0,0,40,93,14.4,27,1
1,1,0,0,0,40,106,13.5,26,1
1,1,0,0,0,40,92,13.5,25,1
1,1,0,0,0,40,90,12.5,24,1
1,1,0,0,0,40,90,12.3,23,1
1,1,0,0,0,40,87,13.2,22,1
1,1,0,0,0,40,89,13.1,21,1
1,1,0,0,0,40,90,12.3,20,1
1,1,0,0,0,40,88,12,19,1
1,1,0,0,0,40,86,11.5,18,1
1,1,0,0,0,40,85,11.3,17,1
1,1,0,0,0,40,92,11.5,16,1
1,1,0,0,0,40,91,10.4,15,1
1,1,0,0,0,40,89,10.9,14,1
1,1,0,0,0,40,87,10,13,1
1,1,0,0,0,40,90,10,12,1
1,1,0,0,0,40,91,10.3,11,1
1,1,0,0,0,40,90,10,10,1
1,1,0,0,0,40,91,11.3,9,1
1,1,0,0,0,40,91,11.5,8,1
1,1,0,0,0,40,90,11,7,1
1,1,0,0,0,40,87,11.2,6,1
1,1,0,0,0,40,86,10,5,1
1,1,0,0,0,40,85,9.2,4,1
1,1,0,0,0,40,86,7.4,3,1
1,1,0,0,0,40,80,4.5,2,1
1,1,0,0,0,40,75,0,1,0
1,1,0,0,0,50,95,0,75,0
1,1,0,0,0,50,96,0,72,0
1,1,0,0,0,50,96,0,70,0
1,1,0,0,0,50,101,0,68,0
1,1,0,0,0,50,101,0,67,0
1,1,0,0,0,50,100,2.8,66,1
1,1,0,0,0,50,104,4,65,1
1,1,0,0,0,50,106,11.2,60,1
1,1,0,0,0,50,94,6.4,55,1
1,1,0,0,0,50,108,13.2,52,1
1,1,0,0,0,50,108,12.5,51,1
1,1,0,0,0,50,108,13.2,50,1
1,1,0,0,0,50,108,13.4,48,1
1,1,0,0,0,50,107,13.5,47,1
1,1,0,0,0,50,106,13.3,46,1
1,1,0,0,0,50,107,14.4,45,1
1,1,0,0,0,50,92,14.9,44,1
1,1,0,0,0,50,92,14.9,42,1
1,1,0,0,0,50,92,13.6,40,1
1,1,0,0,0,50,95,14.3,38,1
1,1,0,0,0,50,108,14.5,36,1
1,1,0,0,0,50,107,14.2,35,1
1,1,0,0,0,50,107,14.1,34,1
1,1,0,0,0,50,107,14.4,33,1
1,1,0,0,0,50,106,14.1,32,1
1,1,0,0,0,50,106,14.2,30,1
1,1,0,0,0,50,108,13.5,28,1
1,1,0,0,0,50,108,13.5,27,1
1,1,0,0,0,50,107,13.3,26,1
1,1,0,0,0,50,106,12.5,25,1
1,1,0,0,0,50,105,12.9,24,1
1,1,0,0,0,50,92,12.3,23,1
1,1,0,0,0,50,106,12.5,22,1
1,1,0,0,0,50,105,12.5,21,1
1,1,0,0,0,50,105,11.5,20,1
1,1,0,0,0,50,106,12.5,19,1
1,1,0,0,0,50,104,12,18,1
1,1,0,0,0,50,88,10.6,17,1
1,1,0,0,0,50,93,10.4,16,1
1,1,0,0,0,50,92,10.3,15,1
1,1,0,0,0,50,90,11,14,1
1,1,0,0,0,50,89,10,13,1
1,1,0,0,0,50,92,9.9,12,1
1,1,0,0,0,50,89,10.3,11,1
1,1,0,0,0,50,90,10.3,10,1
1,1,0,0,0,50,90,10.2,9,1
1,1,0,0,0,50,91,11.2,8,1
1,1,0,0,0,50,90,11.3,7,1
1,1,0,0,0,50,90,10.5,6,1
1,1,0,0,0,50,90,9.3,5,1
1,1,0,0,0,50,86,8.3,4,1
1,1,0,0,0,50,84,5.8,3,1
1,1,0,0,0,50,82,3.2,2,0
1,1,0,0,0,50,75,0,1,0
1,1,0,0,0,60,102,0,75,0
1,1,0,0,0,60,102,0,72,0
1,1,0,0,0,60,102,0,70,0
1,1,0,0,0,60,106,0,68,0
1,1,0,0,0,60,97,2.8,67,0
1,1,0,0,0,60,102,3.7,66,1
1,1,0,0,0,60,103,4.4,65,1
1,1,0,0,0,60,95,9.5,60,1
1,1,0,0,0,60,107,11,55,1
1,1,0,0,0,60,106,11,52,1
1,1,0,0,0,60,105,11.6,51,1
1,1,0,0,0,60,105,12.5,50,1
1,1,0,0,0,60,108,12.6,48,1
1,1,0,0,0,60,110,13.8,47,1
1,1,0,0,0,60,109,13.8,46,1
1,1,0,0,0,60,108,14.2,45,1
1,1,0,0,0,60,108,14.2,44,1
1,1,0,0,0,60,107,14.8,42,1
1,1,0,0,0,60,107,13.8,40,1
1,1,0,0,0,60,108,14.6,38,1
1,1,0,0,0,60,107,14.4,36,1
1,1,0,0,0,60,108,14.5,35,1
1,1,0,0,0,60,108,14.1,34,1
1,1,0,0,0,60,107,14.2,33,1
1,1,0,0,0,60,107,14.2,32,1
1,1,0,0,0,60,106,14,30,1
1,1,0,0,0,60,107,13.6,28,1
1,1,0,0,0,60,108,13.5,27,1
1,1,0,0,0,60,106,12.6,26,1
1,1,0,0,0,60,106,12.5,25,1
1,1,0,0,0,60,106,12.5,24,1
1,1,0,0,0,60,105,12.2,23,1
1,1,0,0,0,60,107,12.3,22,1
1,1,0,0,0,60,105,12.3,21,1
1,1,0,0,0,60,104,12,20,1
1,1,0,0,0,60,90,12.2,19,1
1,1,0,0,0,60,90,11.9,18,1
1,1,0,0,0,60,89,11.5,17,1
1,1,0,0,0,60,92,10.9,16,1
1,1,0,0,0,60,89,11.2,15,1
1,1,0,0,0,60,88,11,14,1
1,1,0,0,0,60,86,9.5,13,1
1,1,0,0,0,60,90,9.6,12,1
1,1,0,0,0,60,90,9.3,11,1
1,1,0,0,0,60,88,9.9,10,1
1,1,0,0,0,60,90,10.7,9,1
1,1,0,0,0,60,91,11,8,1
1,1,0,0,0,60,90,10.6,7,1
1,1,0,0,0,60,87,10.2,6,1
1,1,0,0,0,60,88,9.7,5,1
1,1,0,0,0,60,87,8.6,4,1
1,1,0,0,0,60,85,5.8,3,0
1,1,0,0,0,60,83,3.4,2,0
1,1,0,0,0,60,84,0,1,0
1,1,0,0,0,70,96,0,75,0
1,1,0,0,0,70,103,0,72,0
1,1,0,0,0,70,105,0,70,0
1,1,0,0,0,70,104,0,68,0
1,1,0,0,0,70,103,1.9,67,0
1,1,0,0,0,70,102,2.8,66,1
1,1,0,0,0,70,102,3.2,65,1
1,1,0,0,0,70,106,7.2,60,1
1,1,0,0,0,70,106,7.5,55,1
1,1,0,0,0,70,108,9.7,52,1
1,1,0,0,0,70,103,9.5,51,1
1,1,0,0,0,70,103,10.6,50,1
1,1,0,0,0,70,105,11,48,1
1,1,0,0,0,70,105,12.2,47,1
1,1,0,0,0,70,106,12,46,1
1,1,0,0,0,70,106,12.5,45,1
1,1,0,0,0,70,106,12.5,44,1
1,1,0,0,0,70,108,12.9,42,1
1,1,0,0,0,70,107,13.2,40,1
1,1,0,0,0,70,108,13.5,38,1
1,1,0,0,0,70,106,13.5,36,1
1,1,0,0,0,70,107,13.6,35,1
1,1,0,0,0,70,106,13,34,1
1,1,0,0,0,70,91,12.9,33,1
1,1,0,0,0,70,106,12.6,32,1
1,1,0,0,0,70,90,13,30,1
1,1,0,0,0,70,92,13.3,28,1
1,1,0,0,0,70,95,12.9,27,1
1,1,0,0,0,70,106,12,26,1
1,1,0,0,0,70,106,11.6,25,1
1,1,0,0,0,70,105,11.6,24,1
1,1,0,0,0,70,95,11.2,23,1
1,1,0,0,0,70,107,10.7,22,1
1,1,0,0,0,70,104,10.9,21,1
1,1,0,0,0,70,104,11,20,1
1,1,0,0,0,70,92,11.2,19,1
1,1,0,0,0,70,91,11,18,1
1,1,0,0,0,70,88,10.7,17,1
1,1,0,0,0,70,92,10.6,16,1
1,1,0,0,0,70,90,10.7,15,1
1,1,0,0,0,70,87,10.6,14,1
1,1,0,0,0,70,86,9.3,13,1
1,1,0,0,0,70,89,8.8,12,1
1,1,0,0,0,70,88,8.6,11,1
1,1,0,0,0,70,88,8.3,10,1
1,1,0,0,0,70,89,9.3,9,1
1,1,0,0,0,70,90,9.5,8,1
1,1,0,0,0,70,90,10.2,7,1
1,1,0,0,0,70,87,10.3,6,1
1,1,0,0,0,70,86,9.5,5,1
1,1,0,0,0,70,87,8.1,4,1
1,1,0,0,0,70,86,5.8,3,1
1,1,0,0,0,70,80,3.8,2,0
1,1,0,0,0,70,75,0,1,0
1,1,0,0,0,80,96,0,75,0
1,1,0,0,0,80,102,0,72,0
1,1,0,0,0,80,102,0,70,0
1,1,0,0,0,80,102,0,68,0
1,1,0,0,0,80,96,2,67,0
1,1,0,0,0,80,96,2.8,66,0
1,1,0,0,0,80,105,2.8,65,0
1,1,0,0,0,80,95,5.8,60,0
1,1,0,0,0,80,94,6.5,55,0
1,1,0,0,0,80,107,8.2,52,1
1,1,0,0,0,80,103,8.2,51,1
1,1,0,0,0,80,103,9,50,1
1,1,0,0,0,80,106,10.5,48,1
1,1,0,0,0,80,104,11.9,47,1
1,1,0,0,0,80,106,11.2,46,1
1,1,0,0,0,80,105,11.6,45,1
1,1,0,0,0,80,106,12,44,1
1,1,0,0,0,80,107,12.2,42,1
1,1,0,0,0,80,106,11.6,40,1
1,1,0,0,0,80,110,11.6,38,1
1,1,0,0,0,80,106,12.3,36,1
1,1,0,0,0,80,106,12.6,35,1
1,1,0,0,0,80,105,12.5,34,1
1,1,0,0,0,80,106,12.3,33,1
1,1,0,0,0,80,106,11.8,32,1
1,1,0,0,0,80,106,12.2,30,1
1,1,0,0,0,80,106,11.6,28,1
1,1,0,0,0,80,106,12,27,1
1,1,0,0,0,80,105,11.3,26,1
1,1,0,0,0,80,105,10.6,25,1
1,1,0,0,0,80,104,10.4,24,1
1,1,0,0,0,80,104,11.3,23,1
1,1,0,0,0,80,106,10.6,22,1
1,1,0,0,0,80,92,10.5,21,1
1,1,0,0,0,80,104,10,20,1
1,1,0,0,0,80,104,11,19,1
1,1,0,0,0,80,90,10.7,18,1
1,1,0,0,0,80,89,10.4,17,1
1,1,0,0,0,80,91,10.3,16,1
1,1,0,0,0,80,89,10.3,15,1
1,1,0,0,0,80,90,10.6,14,1
1,1,0,0,0,80,88,9.3,13,1
1,1,0,0,0,80,91,8.6,12,1
1,1,0,0,0,80,88,7.7,11,1
1,1,0,0,0,80,92,7.9,10,1
1,1,0,0,0,80,89,8.5,9,1
1,1,0,0,0,80,90,9.3,8,1
1,1,0,0,0,80,89,10,7,1
1,1,0,0,0,80,88,9.5,6,1
1,1,0,0,0,80,86,9.5,5,1
1,1,0,0,0,80,87,7.7,4,1
1,1,0,0,0,80,85,5,3,0
1,1,0,0,0,80,80,3.2,2,0
1,1,0,0,0,80,75,0,1,0
1,1,0,0,0,90,103,0,75,0
1,1,0,0,0,90,98,0,72,0
1,1,0,0,0,90,104,0,70,0
1,1,0,0,0,90,102,0,68,0
1,1,0,0,0,90,96,2.1,67,0
1,1,0,0,0,90,96,2.5,66,0
1,1,0,0,0,90,105,3.1,65,0
1,1,0,0,0,90,95,6.4,60,0
1,1,0,0,0,90,106,6.1,55,0
1,1,0,0,0,90,106,7,52,0
1,1,0,0,0,90,104,8.5,51,0
1,1,0,0,0,90,104,10,50,0
1,1,0,0,0,90,106,10.9,48,1
1,1,0,0,0,90,106,11,47,1
1,1,0,0,0,90,106,12,46,1
1,1,0,0,0,90,107,13.1,45,1
1,1,0,0,0,90,106,11.9,44,1
1,1,0,0,0,90,105,11,42,1
1,1,0,0,0,90,106,11,40,1
1,1,0,0,0,90,110,12.2,38,1
1,1,0,0,0,90,106,12.2,36,1
1,1,0,0,0,90,106,12.5,35,1
1,1,0,0,0,90,106,12.6,34,1
1,1,0,0,0,90,105,13.2,33,1
1,1,0,0,0,90,106,12.6,32,1
1,1,0,0,0,90,105,12.8,30,1
1,1,0,0,0,90,106,12.8,28,1
1,1,0,0,0,90,106,12,27,1
1,1,0,0,0,90,105,11.5,26,1
1,1,0,0,0,90,105,11,25,1
1,1,0,0,0,90,104,10.6,24,1
1,1,0,0,0,90,104,10.2,23,1
1,1,0,0,0,90,105,10.6,22,1
1,1,0,0,0,90,105,10,21,1
1,1,0,0,0,90,104,10.2,20,1
1,1,0,0,0,90,91,10.2,19,1
1,1,0,0,0,90,90,11.2,18,1
1,1,0,0,0,90,89,10.9,17,1
1,1,0,0,0,90,102,10.9,16,1
1,1,0,0,0,90,89,10.9,15,1
1,1,0,0,0,90,90,10.4,14,1
1,1,0,0,0,90,88,9.5,13,1
1,1,0,0,0,90,90,8.2,12,1
1,1,0,0,0,90,88,7.4,11,1
1,1,0,0,0,90,89,7.9,10,1
1,1,0,0,0,90,89,8.5,9,1
1,1,0,0,0,90,90,8.9,8,1
1,1,0,0,0,90,88,10,7,1
1,1,0,0,0,90,87,9.7,6,1
1,1,0,0,0,90,86,9.2,5,1
1,1,0,0,0,90,86,7.5,4,0
1,1,0,0,0,90,85,4.4,3,0
1,1,0,0,0,90,84,3.2,2,0
1,1,0,0,0,90,75,0,1,0
1,1,0,0,0,100,98,0,75,0
1,1,0,0,0,100,102,0,72,0
1,1,0,0,0,100,106,0,70,0
1,1,0,0,0,100,104,0,68,0
1,1,0,0,0,100,103,1.5,67,0
1,1,0,0,0,100,103,2.1,66,0
1,1,0,0,0,100,105,2.5,65,0
1,1,0,0,0,100,95,3.4,60,0
1,1,0,0,0,100,105,4.4,55,0
1,1,0,0,0,100,106,5.4,52,0
1,1,0,0,0,100,102,4.9,51,0
1,1,0,0,0,100,95,5.7,50,0
1,1,0,0,0,100,105,7.1,48,0
1,1,0,0,0,100,104,7.4,47,0
1,1,0,0,0,100,104,8.6,46,0
1,1,0,0,0,100,104,8.8,45,0
1,1,0,0,0,100,103,9.1,44,1
1,1,0,0,0,100,103,9.9,42,1
1,1,0,0,0,100,104,8.8,40,1
1,1,0,0,0,100,107,9.6,38,1
1,1,0,0,0,100,104,10.3,36,1
1,1,0,0,0,100,104,10.3,35,1
1,1,0,0,0,100,105,10,34,1
1,1,0,0,0,100,105,10,33,1
1,1,0,0,0,100,105,9,32,1
1,1,0,0,0,100,103,10.3,30,1
1,1,0,0,0,100,105,10.4,28,1
1,1,0,0,0,100,104,9.7,27,1
1,1,0,0,0,100,104,7.5,26,1
1,1,0,0,0,100,103,7.5,25,1
1,1,0,0,0,100,104,7.4,24,1
1,1,0,0,0,100,103,6.5,23,1
1,1,0,0,0,100,104,6.5,22,1
1,1,0,0,0,100,92,5.6,21,1
1,1,0,0,0,100,94,6,20,1
1,1,0,0,0,100,91,7.5,19,1
1,1,0,0,0,100,89,7,18,1
1,1,0,0,0,100,87,8.5,17,1
1,1,0,0,0,100,91,9,16,1
1,1,0,0,0,100,90,9.9,15,1
1,1,0,0,0,100,88,9.7,14,1
1,1,0,0,0,100,88,7.8,13,1
1,1,0,0,0,100,89,4.9,12,1
1,1,0,0,0,100,88,4.6,11,1
1,1,0,0,0,100,92,5.6,10,1
1,1,0,0,0,100,89,5.2,9,1
1,1,0,0,0,100,90,5.8,8,1
1,1,0,0,0,100,89,7.1,7,1
1,1,0,0,0,100,89,7.5,6,1
1,1,0,0,0,100,88,7,5,1
1,1,0,0,0,100,86,6.5,4,0
1,1,0,0,0,100,85,3.7,3,0
1,1,0,0,0,100,79,3,2,0
1,1,0,0,0,100,75,0,1,0
1,1,0,0,0,110,108,0,75,0
1,1,0,0,0,110,96,0,72,0
1,1,0,0,0,110,96,0,70,0
1,1,0,0,0,110,96,0,68,0
1,1,0,0,0,110,96,1.5,67,0
1,1,0,0,0,110,96,1.9,66,0
1,1,0,0,0,110,106,2.7,65,0
1,1,0,0,0,110,96,3.7,60,0
1,1,0,0,0,110,95,3.4,55,0
1,1,0,0,0,110,108,4.2,52,0
1,1,0,0,0,110,102,4.8,51,0
1,1,0,0,0,110,95,5,50,0
1,1,0,0,0,110,104,5.7,48,0
1,1,0,0,0,110,105,6.8,47,0
1,1,0,0,0,110,104,6.7,46,0
1,1,0,0,0,110,106,6.8,45,1
1,1,0,0,0,110,105,7.4,44,1
1,1,0,0,0,110,106,7.1,42,1
1,1,0,0,0,110,106,7.7,40,1
1,1,0,0,0,110,108,7.8,38,1
1,1,0,0,0,110,106,8.1,36,1
1,1,0,0,0,110,107,8.9,35,1
1,1,0,0,0,110,106,8.5,34,1
1,1,0,0,0,110,104,8.7,33,1
1,1,0,0,0,110,107,8.8,32,1
1,1,0,0,0,110,106,10.6,30,1
1,1,0,0,0,110,105,8.8,28,1
1,1,0,0,0,110,106,9.3,27,1
1,1,0,0,0,110,106,10,26,1
1,1,0,0,0,110,104,8.5,25,1
1,1,0,0,0,110,106,9.2,24,1
1,1,0,0,0,110,104,7.3,23,1
1,1,0,0,0,110,103,7.5,22,1
1,1,0,0,0,110,92,6.5,21,1
1,1,0,0,0,110,95,6.1,20,1
1,1,0,0,0,110,101,6.5,19,1
1,1,0,0,0,110,101,6,18,1
1,1,0,0,0,110,100,7,17,1
1,1,0,0,0,110,100,7.7,16,1
1,1,0,0,0,110,92,8.5,15,1
1,1,0,0,0,110,91,9.3,14,1
1,1,0,0,0,110,89,6.5,13,1
1,1,0,0,0,110,91,6.1,12,1
1,1,0,0,0,110,87,5.2,11,1
1,1,0,0,0,110,92,4.9,10,1
1,1,0,0,0,110,90,5,9,1
1,1,0,0,0,110,89,4.5,8,1
1,1,0,0,0,110,92,7,7,1
1,1,0,0,0,110,89,8.1,6,1
1,1,0,0,0,110,89,7.5,5,1
1,1,0,0,0,110,87,6.7,4,0
1,1,0,0,0,110,83,3.7,3,0
1,1,0,0,0,110,79,3.1,2,0
1,1,0,0,0,110,74,0,1,0
1,1,0,0,0,120,97,0,75,0
1,1,0,0,0,120,96,0,72,0
1,1,0,0,0,120,96,0,70,0
1,1,0,0,0,120,96,0,68,0
1,1,0,0,0,120,96,1.5,67,0
1,1,0,0,0,120,96,1.9,66,0
1,1,0,0,0,120,96,2.2,65,0
1,1,0,0,0,120,95,3.3,60,0
1,1,0,0,0,120,95,3.6,55,0
1,1,0,0,0,120,105,4.8,52,0
1,1,0,0,0,120,102,4.2,51,0
1,1,0,0,0,120,103,5,50,0
1,1,0,0,0,120,103,5.3,48,0
1,1,0,0,0,120,102,5.2,47,0
1,1,0,0,0,120,102,5.8,46,0
1,1,0,0,0,120,101,4.9,45,0
1,1,0,0,0,120,104,6.1,44,0
1,1,0,0,0,120,104,6.7,42,0
1,1,0,0,0,120,102,7,40,1
1,1,0,0,0,120,105,7.2,38,1
1,1,0,0,0,120,103,7.9,36,1
1,1,0,0,0,120,105,7.8,35,1
1,1,0,0,0,120,103,8.2,34,1
1,1,0,0,0,120,103,8.5,33,1
1,1,0,0,0,120,105,7.9,32,1
1,1,0,0,0,120,104,7.7,30,1
1,1,0,0,0,120,104,7.9,28,1
1,1,0,0,0,120,106,7.7,27,1
1,1,0,0,0,120,105,6.4,26,1
1,1,0,0,0,120,104,6.3,25,1
1,1,0,0,0,120,103,5.7,24,1
1,1,0,0,0,120,104,5.6,23,1
1,1,0,0,0,120,105,5,22,1
1,1,0,0,0,120,104,5.7,21,1
1,1,0,0,0,120,92,5.7,20,1
1,1,0,0,0,120,104,6.5,19,1
1,1,0,0,0,120,101,5.7,18,1
1,1,0,0,0,120,102,7.9,17,1
1,1,0,0,0,120,90,7.7,16,1
1,1,0,0,0,120,101,8.6,15,1
1,1,0,0,0,120,89,9,14,1
1,1,0,0,0,120,88,8.3,13,1
1,1,0,0,0,120,90,4.2,12,1
1,1,0,0,0,120,89,4,11,1
1,1,0,0,0,120,92,3.8,10,1
1,1,0,0,0,120,89,3.9,9,0
1,1,0,0,0,120,91,4,8,0
1,1,0,0,0,120,87,7,7,0
